Source,Compare,Value,Val Type 2,Val Type 3
8,4026,0.8142472591945672,0.8122075354190235,0.2
9,11915,0.804837570994428,0.7995884090430989,0.1111111111111111
11,4026,0.8049109088462364,0.8046050610621337,0.2
13,4026,0.8049109088462364,0.8046050610621337,0.2
23,14406,0.8025768791098417,0.8023568951357105,0.09090909090909093
23,17004,0.8338262373149593,0.8350137557303529,0.18181818181818185
23,18386,0.8026973697760178,0.7980957991512488,0.1
32,15298,0.8416816320525289,0.8387424281847784,0.16666666666666666
32,17004,0.8295304290762103,0.8297677676768609,0.08333333333333333
47,11915,0.8295999316703075,0.8296926433724195,0.1111111111111111
47,14281,0.8083120437058987,0.8106902454432423,0.1
48,17004,0.8108163573114466,0.8016266952650705,0.08333333333333333
61,13101,0.8056038313355048,0.8064536386770073,0.1
93,15842,0.8077875537097823,0.8083270314470896,0.09090909090909093
96,13778,0.8152520004615088,0.7457918392262177,0.08333333333333333
100,13331,0.8000827841698698,0.7983993304921265,0.0
100,14083,0.8052188134631229,0.7962162728659059,0.08333333333333333
100,15298,0.8372838724216911,0.8330635102302406,0.14285714285714285
100,17004,0.8494131217147325,0.8500936341351729,0.07692307692307693
103,355,0.8239805406737694,0.8103913375325162,0.0
105,13778,0.8519243908060481,0.7969057383735136,0.18181818181818185
105,15298,0.8109770100196402,0.8111464211716827,0.14285714285714285
107,11915,0.8127883551102603,0.8121637480433237,0.1
118,17048,0.8131727759811628,0.7815782841807736,0.05555555555555555
141,15842,0.8444063045973944,0.8463822372552829,0.09090909090909093
142,13778,0.8197764868594197,0.7732902956814173,0.08333333333333333
142,18854,0.8151733535177085,0.8021089754781691,0.08333333333333333
145,15298,0.8060245708114153,0.8062249769224966,0.14285714285714285
148,8506,0.8068761769448971,0.8051031249359561,0.1
148,17004,0.8086362941655002,0.7965203273702024,0.07692307692307693
153,15298,0.8416816320525289,0.8387424281847784,0.16666666666666666
153,17004,0.8295304290762103,0.8297677676768609,0.08333333333333333
156,15842,0.8138715725634628,0.8129904654115814,0.09090909090909093
168,15945,0.8179101043872758,0.806588338813826,0.0
177,17004,0.8116380093974949,0.8084061733220329,0.08333333333333333
194,17106,0.8106717026658818,0.7975801012639199,0.0
196,15298,0.8052733678987382,0.7949123261872271,0.0
203,206,0.8261199397594162,0.7832999089818158,0.08333333333333333
203,13951,0.8034116553651225,0.803512553081412,0.09090909090909093
203,15298,0.8017376628033448,0.7984715749462465,0.14285714285714285
203,16752,0.8195397227779128,0.8112115302835224,0.07692307692307693
203,16765,0.8200789985085223,0.8111432901715608,0.07692307692307693
203,17004,0.835851817668914,0.836266653376932,0.07692307692307693
206,15298,0.816006140893202,0.8082041213536244,0.14285714285714285
209,206,0.8440664077834201,0.7908798434851898,0.18181818181818185
209,432,0.8056857479438109,0.7926655022479786,0.0
209,13951,0.8186606244330908,0.8168482975507619,0.09090909090909093
209,14083,0.8041303752356943,0.7878677533460179,0.08333333333333333
209,15298,0.8019472708487829,0.8003425029135693,0.14285714285714285
209,16752,0.8224889323553317,0.8094826100235293,0.07692307692307693
209,17004,0.8514278415750178,0.8505894865718627,0.07692307692307693
220,16765,0.8272073001180438,0.7854922580891956,0.07692307692307693
222,206,0.8125452688991991,0.7202633838466854,0.08333333333333333
222,13951,0.8151644831637982,0.800577058637703,0.09090909090909093
222,14083,0.8182235696855609,0.7751053726118029,0.08333333333333333
222,16752,0.8134744441749163,0.7766729320585053,0.07692307692307693
222,17004,0.8701419178720535,0.8586914207902773,0.07692307692307693
226,8506,0.8376575132060651,0.8207312416295591,0.0
226,11035,0.80598350768272,0.7920710753992913,0.0
233,13036,0.8117683620182032,0.8047529284881451,0.0625
233,13951,0.8029527241063606,0.7939525494057705,0.09090909090909093
233,14083,0.8163029175251161,0.783546527630183,0.08333333333333333
233,16752,0.8269710755125163,0.7992956851567138,0.07692307692307693
233,16765,0.8039551146712705,0.7757995542258328,0.0
233,17004,0.8505613246663952,0.8439782580104235,0.07692307692307693
238,14349,0.8110066335176832,0.819252300289492,0.0
241,17004,0.8211195635657261,0.7922116111777512,0.0
243,17004,0.8025652569652361,0.7691871273033702,0.0
244,14585,0.8431198250607835,0.8443710749905682,0.09090909090909093
246,15945,0.8279234759443341,0.8180305422899882,0.0
247,8506,0.8226371414366145,0.8189630910105065,0.1
247,13951,0.8147944854954796,0.7939733588004562,0.09090909090909093
247,16752,0.8244037215246185,0.7773462083156842,0.07692307692307693
247,16765,0.803323761215429,0.7555183392897312,0.0
247,17004,0.848035237073269,0.8311688443244747,0.07692307692307693
248,5572,0.8164841631494021,0.7977861338455092,0.0
251,432,0.8142806349594287,0.7650916488880355,0.0
251,13331,0.8061571210264967,0.8007185587887322,0.0
251,14277,0.8036992153446249,0.7980929371768759,0.09090909090909093
251,16765,0.8032974033468376,0.7538485280163707,0.0
251,17004,0.8037804069465665,0.7864043028113443,0.0
256,5572,0.81189326227801,0.7970912827447746,0.0
256,8506,0.8030401757603847,0.7971705930162417,0.0
256,13331,0.8064851000340181,0.7988632651629898,0.0
257,14585,0.8632034667017079,0.8640133088534383,0.09090909090909093
269,17886,0.8423366891296908,0.8296655291774628,0.14285714285714285
279,15298,0.8348186066638957,0.834738282148522,0.14285714285714285
279,17004,0.8013685981820633,0.7921285854219625,0.0
283,14277,0.8152260819936861,0.8132317832853254,0.09090909090909093
285,15298,0.8183479425852537,0.8181633671960686,0.16666666666666666
287,14277,0.8430881722415516,0.8417610268462679,0.09090909090909093
287,14585,0.8037102529454456,0.7949460739374397,0.09090909090909093
287,19954,0.8361131640109446,0.8364418905768922,0.125
