Source,Compare,Value,Val Type 2,Val Type 3
8599,20931,0.8314224835980866,0.8227573922959993,0.0
8613,19194,0.8000017126526641,0.7908756087999206,0.2
8653,14083,0.808857390083385,0.8102261517425919,0.125
8653,14370,0.8062021826831663,0.790086670047021,0.0
8656,6534,0.8130819665484531,0.8128834079082549,0.06666666666666668
8657,13878,0.8170462266863096,0.7955741311844776,0.0
8657,17004,0.8191326441329077,0.8172004329598879,0.1
8664,16487,0.8027659725346491,0.793326089994984,0.024390243902439025
8684,8506,0.8082498060790878,0.8023047476603467,0.15384615384615385
8700,4259,0.8074249569815357,0.8218420635375889,0.08695652173913042
8714,14311,0.8136881388523943,0.8144683421463825,0.016666666666666666
8763,19338,0.8008983095333084,0.7869870384099991,0.12903225806451613
8768,19311,0.8043317414634681,0.814497864150498,0.05
8802,20824,0.8321184035675792,0.8238407241144947,0.3333333333333333
8807,387,0.8013934563232393,0.8016995835502537,0.16666666666666666
8832,17638,0.8045746705221273,0.7449323486948941,0.0
8850,387,0.8017722994329534,0.8083121412284604,0.05
8865,13036,0.8020027913015908,0.7966757839411711,0.045454545454545456
8865,17004,0.809537628131907,0.8049580736972882,0.05263157894736842
8868,13124,0.8067884621205574,0.8030046099248019,0.0
8876,17004,0.8162463357927261,0.8109510615821623,0.028571428571428567
8879,15814,0.8187706497969399,0.8178050239683381,0.25
8901,22121,0.8031471567279314,0.7365850205966276,0.1176470588235294
8960,22122,0.8288744510196301,0.8120202565422606,0.4
8964,18544,0.8298901417582918,0.8266330682245407,0.16666666666666666
8974,1008,0.8108032724367421,0.8123622954204988,0.09090909090909093
8990,10348,0.8103972416654378,0.8187701628362051,0.3333333333333333
9003,9957,0.8065608477038451,0.8160829985207962,0.05555555555555555
9003,19150,0.8123123521094942,0.8194936547571571,0.05
9006,2985,0.8135885643608751,0.8094219997248109,0.15384615384615385
9019,14328,0.8240192457946526,0.8240676167465469,0.3333333333333333
9029,14328,0.8428260623844253,0.8401015775070588,0.2307692307692308
9070,18854,0.813861864505897,0.8013235008574456,0.06666666666666668
9077,14083,0.8325525213353302,0.8050539599983578,0.1
9159,14328,0.8123089357519574,0.8143964441616878,0.3
